8487	10010010	146	11110101
4247	01110010	114	111101100
4258	00011011	27	111101101
8506	00001110	14	11110111
4263	00011101	29	111110000
4265	11000111	199	111110001
4290	10001110	142	111110010
4306	10010111	151	111110011
4317	11100011	227	111110100
4334	01111000	120	111110101
4335	01111011	123	111110110
4335	01110110	118	111110111
8705	00111000	56	11111100
8720	11111011	251	11111101
4381	11001011	203	111111100
4403	11011110	222	111111101
4411	11011011	219	111111110
4437	00100101	37	111111111
